name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
mumbai,2021-07-01,31.8,28,30,39.7,33.6,36.6,25.5,77.1,0,0,0,,0,0,38.9,27.3,248,1004.5,52.9,3.4,246.1,21.3,8,,2021-07-01T06:05:02,2021-07-01T19:20:04,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-02,32,28,30,39.7,33.6,36.5,25.3,76,0.2,100,4.17,rain,0,0,40,23.6,236.3,1004.9,60.1,3.4,249,21.4,8,,2021-07-02T06:05:20,2021-07-02T19:20:08,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-03,32.4,28.8,30.3,40.2,34.3,37.3,25.6,75.9,2,100,4.17,rain,0,0,37.1,21.7,247.8,1006,50.4,3.7,255.7,22.1,9,,2021-07-03T06:05:39,2021-07-03T19:20:11,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-04,32.4,28.7,30.4,40.1,34.6,37.3,25.5,75.7,0,0,0,,0,0,28.1,18.1,259.1,1006.6,51,3.5,240.5,20.7,8,,2021-07-04T06:05:58,2021-07-04T19:20:13,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-05,32.7,28,30.6,41.1,34.6,37.8,25.6,75.2,0,0,0,,0,0,31.7,16.6,291.1,1006.3,50,3.4,246.3,21.2,8,,2021-07-05T06:06:18,2021-07-05T19:20:14,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999"
mumbai,2021-07-06,32,27.8,30.2,40.1,32.7,36.9,25.5,76.2,17,100,4.17,rain,0,0,22.3,22.3,295.9,1005.1,59.9,3.4,242.1,20.9,8,,2021-07-06T06:06:38,2021-07-06T19:20:14,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-07,33,28.3,30.6,41.1,33.9,37.8,25.7,75,0.9,100,4.17,rain,0,0,23.4,19.9,293.8,1005.1,52.6,3.6,252.4,21.9,8,,2021-07-07T06:06:58,2021-07-07T19:20:13,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-08,31,26.3,28.7,40.7,26.3,34.9,25.9,85,17,100,8.33,rain,0,0,28.1,14.8,247.5,1004.9,85.3,2.9,203.1,17.5,7,,2021-07-08T06:07:18,2021-07-08T19:20:11,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-09,31,25.8,28.2,38.2,25.8,32.8,25.7,86.8,56.2,100,8.33,rain,0,0,27.7,14.8,152,1003,91.9,3,118.4,10.2,4,,2021-07-09T06:07:39,2021-07-09T19:20:08,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-10,29,25,27.3,35.6,25,30.4,25.1,88.4,32.8,100,16.67,rain,0,0,34.6,16.6,244.3,1002,93.1,2.8,74.9,6.6,4,,2021-07-10T06:08:00,2021-07-10T19:20:04,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-11,30,25.6,27.6,37.5,25.6,31.7,25.8,89.8,13,100,8.33,rain,0,0,33.8,14.1,273.8,1001.3,93.2,3.2,110.9,9.5,4,,2021-07-11T06:08:21,2021-07-11T19:19:59,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-12,30.5,26,27.7,37.4,26,32.3,25.8,89.7,49,100,12.5,rain,0,0,70.2,25.9,269.8,999,93.2,2.7,139.2,12,6,,2021-07-12T06:08:42,2021-07-12T19:19:53,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-13,28,25,26.7,34.6,25,29.2,25.3,92.1,35,100,25,rain,0,0,59.8,22.2,229.3,1001,94.1,2.5,60.9,5.3,2,,2021-07-13T06:09:03,2021-07-13T19:19:46,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-14,29.3,25,26.4,35.5,25,28,25.2,93.8,73,100,29.17,rain,0,0,50.4,18.4,223,1001.9,95.8,2.6,74.3,6.6,2,,2021-07-14T06:09:24,2021-07-14T19:19:37,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-15,30.2,25.8,27.4,36.2,25.8,30.9,25.8,91.6,35,100,16.67,rain,0,0,48.2,20.6,211.9,1000.4,92.3,2.8,125.1,10.7,5,,2021-07-15T06:09:46,2021-07-15T19:19:28,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-16,29.7,25,27.2,37.3,25,30.5,25.9,93.2,263,100,25,rain,0,0,50.8,21.1,236,1002.9,93.4,2.4,115.5,9.9,4,,2021-07-16T06:10:07,2021-07-16T19:19:18,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-17,29.7,26,27.8,38.3,26,32.8,26.3,91.7,28,100,20.83,rain,0,0,42.5,22.3,269.5,1004.7,95.7,2.6,101.3,8.7,6,,2021-07-17T06:10:29,2021-07-17T19:19:07,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-18,30,25,27.8,38.7,25,32.5,26.2,91.4,241,100,20.83,rain,0,0,42.6,24.8,273.6,1004,95.8,2.4,160.3,13.8,5,,2021-07-18T06:10:50,2021-07-18T19:18:54,0.29,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-19,29,26,27.4,36.9,26,31.7,26.1,92.8,82,100,25,rain,0,0,47.9,27.7,276.1,1003.4,96.8,2.2,147.2,12.6,6,,2021-07-19T06:11:12,2021-07-19T19:18:41,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-20,30.7,27,28.6,39.1,30.8,35,26.1,86.2,16,100,12.5,rain,0,0,43.9,28.2,264.1,1005.3,93.1,2.9,62.9,5.4,2,,2021-07-20T06:11:33,2021-07-20T19:18:26,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-21,29,26,27.7,36.9,26,32.4,26.1,91,65,100,16.67,rain,0,0,55.4,37.1,247.5,1004.1,94.8,2.4,57.9,4.9,2,,2021-07-21T06:11:54,2021-07-21T19:18:10,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-22,29,27,28,36.9,31.1,34.1,26.6,92,22,100,16.67,rain,0,0,55.8,25.9,267.2,1001,98,2.2,106.1,9.2,4,,2021-07-22T06:12:16,2021-07-22T19:17:54,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-23,29,27,28,36.9,31.2,34.1,26.5,91.9,0.8,100,4.17,rain,0,0,47.9,29.5,262.3,1000.7,95.8,2.8,80,6.9,3,,2021-07-23T06:12:37,2021-07-23T19:17:36,0.47,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-24,30.7,27.6,28.8,39.6,31.9,35.6,26.4,87.1,20.2,100,12.5,rain,0,0,46.4,24.8,271.1,1002.6,89.4,2.9,154,13.2,6,,2021-07-24T06:12:58,2021-07-24T19:17:17,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-25,30.7,26.6,28.8,39.6,26.6,35.3,26.4,87.3,6.9,100,8.33,rain,0,0,43.2,32.4,266,1003.3,88.2,2.9,145,12.4,6,,2021-07-25T06:13:19,2021-07-25T19:16:57,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-26,30.8,27,28.9,38.1,30.6,34.8,25.7,83.1,7.1,100,12.5,rain,0,0,46.8,30.1,263.3,1004,86.4,2.9,181.5,15.8,6,,2021-07-26T06:13:40,2021-07-26T19:16:37,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-27,30,28,28.7,37,31.9,34,25,80.7,0.4,100,4.17,rain,0,0,53.6,32.9,237.5,1003.9,82.7,2.8,206.2,17.7,8,,2021-07-27T06:14:01,2021-07-27T19:16:15,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-28,30.1,25.8,28.6,37.5,25.8,34.2,25.6,83.8,14.6,100,8.33,rain,0,0,46.8,31.2,244,1004.3,88.2,2.8,90.1,8,4,,2021-07-28T06:14:21,2021-07-28T19:15:52,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-29,29.7,27,28.6,36.9,31.2,34.1,25.5,83.5,3.2,100,8.33,rain,0,0,50,29.5,243.2,1005.5,94.5,2.9,172.7,14.8,7,,2021-07-29T06:14:42,2021-07-29T19:15:28,0.67,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-30,29.7,28,28.6,36.5,32.9,34.4,25.7,84.6,5.8,100,8.33,rain,0,0,49,27.2,244.9,1006.6,91.8,2.9,116.9,10.3,4,,2021-07-30T06:15:02,2021-07-30T19:15:03,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-07-31,30.7,27.5,28.8,37.7,32,34.3,25.3,81.7,0.2,100,4.17,rain,0,0,47.2,24.8,253.7,1007.5,86.3,2.9,224.7,19.4,8,,2021-07-31T06:15:22,2021-07-31T19:14:37,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-01,30,26.6,28.3,37,26.6,33.4,25.4,84.8,8.8,100,12.5,rain,0,0,46.8,27.7,248.9,1006.2,90.4,2.8,200.7,17.3,8,,2021-08-01T06:15:41,2021-08-01T19:14:10,0.76,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-02,30,26.1,28.1,37.5,26.1,33,25.1,84,0.8,100,4.17,rain,0,0,42.5,29.5,252.1,1006.2,85.9,2.9,212.3,18.2,7,,2021-08-02T06:16:01,2021-08-02T19:13:42,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,remote,43060099999"
mumbai,2021-08-03,29.7,26,28.1,36.5,26,33.2,25.5,85.8,23.2,100,12.5,rain,0,0,44.3,25.9,253.4,1007,81.9,2.7,170,14.6,6,,2021-08-03T06:16:20,2021-08-03T19:13:13,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-04,30.4,27,28.4,38.6,31.2,33.9,25.5,84.3,2,100,4.17,rain,0,0,46.1,31.7,247.7,1007.2,88,2.9,202.2,17.3,7,,2021-08-04T06:16:39,2021-08-04T19:12:43,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-05,30.6,27,28.8,37.9,31.2,34.6,25.6,83.1,0.1,100,4.17,rain,0,0,46.8,28.9,254.1,1005.5,86,3.2,217.2,18.8,8,,2021-08-05T06:16:58,2021-08-05T19:12:12,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-06,31,27.6,29,38.6,31.8,35,25.6,82,0.5,100,4.17,rain,0,0,38.2,22.3,254.6,1004.7,87.4,3.3,229.9,19.9,8,,2021-08-06T06:17:16,2021-08-06T19:11:40,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-07,31.1,27.6,29.1,38.6,32.1,35.3,25.7,81.9,3,100,4.17,rain,0,0,32.4,22.3,265.3,1005.4,81.5,3.2,208.6,17.9,7,,2021-08-07T06:17:35,2021-08-07T19:11:08,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-08,30.6,27,28.7,37.5,30.1,34,24.9,80,0.3,100,4.17,rain,0,0,27.7,18.4,242.6,1006.7,84.3,3.2,225.9,19.2,8,,2021-08-08T06:17:53,2021-08-08T19:10:34,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-09,31.2,27,28.8,37.8,30.6,34.1,25.1,80.9,0,0,0,,0,0,28.4,20,215,1008,81.4,3.3,215.7,18.8,7,,2021-08-09T06:18:10,2021-08-09T19:10:00,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-10,30.9,27.4,28.8,36.5,30.9,33.7,24.6,78.5,0.2,100,4.17,rain,0,0,33.5,18.7,239.2,1008,82.6,3.3,178.1,15.3,6,,2021-08-10T06:18:28,2021-08-10T19:09:24,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-11,30.5,27.3,28.7,36.8,30.4,33.3,24.2,76.6,1,100,4.17,rain,0,0,29.9,24.1,248.2,1007.9,74,3.5,206.5,17.8,7,,2021-08-11T06:18:45,2021-08-11T19:08:48,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-12,30,26,27.8,37,26,32.1,25.2,85.5,22,100,16.67,rain,0,0,33.5,24,263.2,1008.5,84.5,2.9,205.8,17.6,7,,2021-08-12T06:19:02,2021-08-12T19:08:11,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-13,30.5,26,28.2,36.6,26,32.3,24.6,81.5,1,100,4.17,rain,0,0,37.1,22.3,259.4,1007.5,82.5,3.4,194.8,16.8,7,,2021-08-13T06:19:18,2021-08-13T19:07:33,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-14,29.9,25.3,27.2,36,25.3,30.3,24.4,84.8,22,100,16.67,rain,0,0,46.4,27.7,248.9,1005.6,85.8,2.7,172.5,14.8,6,,2021-08-14T06:19:35,2021-08-14T19:06:55,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-15,28.5,25,26.3,33.7,25,27.1,24.7,91.1,17,100,16.67,rain,0,0,32.4,17.2,128.2,1005.7,92.9,2.5,205.1,17.8,7,,2021-08-15T06:19:51,2021-08-15T19:06:15,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-16,28,25,26.3,32.4,25,27.4,24.5,90,26,100,8.33,rain,0,0,28.1,18.4,69.4,1007.3,91.8,2.7,203.4,17.3,7,,2021-08-16T06:20:06,2021-08-16T19:05:35,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-17,29,25,26.7,33.9,25,28.5,24.2,86.5,0,0,0,,0,0,22,14.3,211.5,1007.5,90.7,3.2,122.7,10.5,6,,2021-08-17T06:20:22,2021-08-17T19:04:54,0.31,Overcast,Cloudy skies throughout the day.,cloudy,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-18,26.6,24.4,25.3,26.6,24.4,25.3,24.7,96.3,51,100,16.67,rain,0,0,26.6,16.6,246,1006,94.4,2.4,58.2,5,3,,2021-08-18T06:20:37,2021-08-18T19:04:13,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-19,26,24,25.2,26,24,25.2,24.3,94.6,23,100,16.67,rain,0,0,31.3,13.6,312.8,1005.7,95,2.4,37.6,3.1,1,,2021-08-19T06:20:52,2021-08-19T19:03:30,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-20,27.7,24.6,25.7,31.8,24.6,26.3,24.4,92.9,27,100,20.83,rain,0,0,34.6,20.5,258.4,1005.9,92.3,2.6,94.9,8.1,3,,2021-08-20T06:21:06,2021-08-20T19:02:47,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-21,27,24,25.5,30.8,24,26,24.7,95.1,40,100,12.5,rain,0,0,32,22.3,258.5,1007.2,96,2.6,40.7,3.5,1,,2021-08-21T06:21:21,2021-08-21T19:02:03,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-22,29,25.3,27,34.1,25.3,29.2,24.5,86.9,0,0,0,,0,0,25.6,13.6,200,1007.7,81.9,3.3,123.5,10.9,5,,2021-08-22T06:21:35,2021-08-22T19:01:19,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-23,31,25.5,28.2,37.2,25.5,31.9,25,83.6,0,0,0,,0,0,27,17.2,209.7,1007.6,56.5,3.3,231.3,20,8,,2021-08-23T06:21:48,2021-08-23T19:00:34,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-24,30.8,26.6,28.4,37,26.6,33.3,25.2,83.3,0,0,0,,0,0,22.3,17.2,237.7,1007.6,57.6,3.7,229.6,19.8,8,,2021-08-24T06:22:02,2021-08-24T18:59:49,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-25,30,26.8,28.3,36.2,30.1,33,24.9,82.1,0,0,0,,0,0,28.8,18.4,234.8,1006.7,65.4,3.7,229.2,19.7,8,,2021-08-25T06:22:15,2021-08-25T18:59:02,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-26,30.1,26,28,36.3,26,32,24.8,83.4,2.2,100,8.33,rain,0,0,36.8,20.6,245.2,1004.8,76,3.2,201.5,17.4,7,,2021-08-26T06:22:28,2021-08-26T18:58:16,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-27,31.6,26.9,28.5,37.8,30.4,33.5,25.1,82,5,100,4.17,rain,0,0,28.1,16.6,227.6,1004.2,78,3.4,226,19.5,8,,2021-08-27T06:22:41,2021-08-27T18:57:28,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-28,31.4,26.9,29,37.4,30.4,33.9,24.6,77.5,0,0,0,,0,0,24.5,21.2,261.1,1003.2,62.3,3.8,217.8,18.8,8,,2021-08-28T06:22:54,2021-08-28T18:56:41,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-29,31,26.7,28.6,37.7,29.7,33.5,24.8,80.4,0.8,100,8.33,rain,0,0,19.1,16.1,281.8,1003.2,83.4,2.8,197.9,17,8,,2021-08-29T06:23:06,2021-08-29T18:55:52,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-30,30,26,27.9,37,26,31.6,24.7,83,0.8,100,4.17,rain,0,0,25.2,16.6,314.7,1004.6,90.9,2.8,131.6,11.5,5,,2021-08-30T06:23:18,2021-08-30T18:55:04,0.75,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-08-31,26.7,25,25.7,30.2,25,25.9,25.1,96.3,131.2,100,20.83,rain,0,0,32.4,20.5,248.3,1004.8,97.8,2.1,30.1,2.7,1,,2021-08-31T06:23:30,2021-08-31T18:54:15,0.78,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-09-01,30.3,25.6,27.3,37.5,25.6,30.6,25.2,88.7,28,100,16.67,rain,0,0,36.7,18.4,241.2,1005.4,94.1,3,76.2,6.4,3,,2021-09-01T06:23:42,2021-09-01T18:53:25,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,remote,43060099999"
mumbai,2021-09-02,30,26,27.7,37,26,31.7,25.2,86.9,7,100,12.5,rain,0,0,40.7,17.8,214,1005.4,85.7,3,194.7,16.8,7,,2021-09-02T06:23:54,2021-09-02T18:52:35,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-09-03,29.3,26,27,36.2,26,29.9,25.7,92.5,35,100,16.67,rain,0,0,36.7,17.2,197.9,1004.9,77.5,2.8,186.2,16.2,6,,2021-09-03T06:24:05,2021-09-03T18:51:44,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-09-04,30,25.2,26.8,36.5,25.2,28.9,25.4,92.2,52,100,20.83,rain,0,0,27.7,16.6,236.9,1005.3,90.9,2.7,195,17,7,,2021-09-04T06:24:17,2021-09-04T18:50:54,0.91,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-09-05,30.3,25.4,27.4,38.5,25.4,30.9,25.7,90.9,22,100,12.5,rain,0,0,26.3,21.1,270.2,1005.2,91.2,2.9,163.2,14.1,6,,2021-09-05T06:24:28,2021-09-05T18:50:03,0.94,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-09-06,30,26,27.9,36.2,26,31.8,25.3,86.5,60.4,100,8.33,rain,0,0,30.6,16.6,279.8,1004.4,84.8,3.2,171.5,15,7,,2021-09-06T06:24:39,2021-09-06T18:49:11,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-09-07,29,25,27.1,35.7,25,30.7,25.7,92.2,70.6,100,20.83,rain,0,0,26.6,13.3,325.1,1003.1,91.5,2.7,59.3,5,2,,2021-09-07T06:24:50,2021-09-07T18:48:19,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,remote,43060099999"
mumbai,2021-09-08,29.6,25,26.7,36.5,25,29.4,25.4,92.7,22,100,16.67,rain,0,0,58,25.9,236,1002.4,91.7,2.9,117.5,10.1,5,,2021-09-08T06:25:01,2021-09-08T18:47:27,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-09-09,30.7,26,28,38.1,26,32.8,25.6,87.2,13,100,20.83,rain,0,0,53.6,25.9,234.1,1005.7,88.4,2.8,195.7,16.8,7,,2021-09-09T06:25:11,2021-09-09T18:46:35,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-09-10,30,27.2,28.3,37.9,30.8,33.9,25.7,85.8,4,100,8.33,rain,0,0,43.6,24.6,240.5,1005.7,84.8,3.2,177.2,15,7,,2021-09-10T06:25:22,2021-09-10T18:45:43,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-09-11,28.7,26,27.5,35.4,26,32,25.7,90.1,21,100,16.67,rain,0,0,47.9,31.7,234.9,1003.4,88.3,2.8,153.7,13.2,6,,2021-09-11T06:25:33,2021-09-11T18:44:50,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
mumbai,2021-09-12,28.7,26,26.8,34.6,26,29.1,25.7,93.8,36,100,25,rain,0,0,37.1,18.4,244.7,1001.9,92.5,2.7,138.8,11.9,5,,2021-09-12T06:25:43,2021-09-12T18:43:57,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
